Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCN26,OUT027,2181.28891358
FDQ59,OUT049,2181.28891358
FDF09,OUT046,2181.28891358
NCS06,OUT017,2181.28891358
FDT44,OUT046,2181.28891358
FDI19,OUT017,2181.28891358
FDT22,OUT017,2181.28891358
NCF54,OUT027,2181.28891358
DRG25,OUT045,2181.28891358
FDB59,OUT017,2181.28891358
FDQ37,OUT017,2181.28891358
FDP56,OUT035,2181.28891358
FDW44,OUT035,2181.28891358
FDJ26,OUT010,2181.28891358
FDU43,OUT018,2181.28891358
FDW33,OUT045,2181.28891358
NCX53,OUT027,2181.28891358
FDN56,OUT010,2181.28891358
DRF15,OUT049,2181.28891358
FDO33,OUT017,2181.28891358
FDZ39,OUT010,2181.28891358
NCJ19,OUT017,2181.28891358
FDU01,OUT035,2181.28891358
FDT12,OUT035,2181.28891358
NCM18,OUT018,2181.28891358
FDP19,OUT017,2181.28891358
NCR42,OUT049,2181.28891358
FDN10,OUT046,2181.28891358
FDG44,OUT017,2181.28891358
FDQ10,OUT046,2181.28891358
DRH13,OUT049,2181.28891358
FDT52,OUT013,2181.28891358
FDM56,OUT045,2181.28891358
NCO43,OUT010,2181.28891358
NCV29,OUT035,2181.28891358
NCF06,OUT013,2181.28891358
FDO50,OUT035,2181.28891358
FDT59,OUT013,2181.28891358
FDX40,OUT027,2181.28891358
FDE50,OUT017,2181.28891358
FDX51,OUT017,2181.28891358
NCD30,OUT018,2181.28891358
FDK15,OUT013,2181.28891358
FDL12,OUT045,2181.28891358
FDK46,OUT017,2181.28891358
DRH49,OUT010,2181.28891358
FDQ57,OUT046,2181.28891358
FDY59,OUT017,2181.28891358
FDO09,OUT018,2181.28891358
NCG30,OUT035,2181.28891358
FDM09,OUT017,2181.28891358
NCN17,OUT027,2181.28891358
NCS42,OUT013,2181.28891358
FDD02,OUT019,2181.28891358
FDE34,OUT013,2181.28891358
FDU38,OUT045,2181.28891358
FDB33,OUT046,2181.28891358
NCJ29,OUT017,2181.28891358
FDZ27,OUT035,2181.28891358
FDI40,OUT013,2181.28891358
FDG22,OUT013,2181.28891358
FDT51,OUT017,2181.28891358
FDF20,OUT018,2181.28891358
FDV50,OUT035,2181.28891358
FDT02,OUT049,2181.28891358
DRC49,OUT017,2181.28891358
FDF26,OUT049,2181.28891358
FDV52,OUT035,2181.28891358
FDX59,OUT049,2181.28891358
FDV25,OUT035,2181.28891358
FDW23,OUT027,2181.28891358
FDE53,OUT018,2181.28891358
FDA19,OUT017,2181.28891358
FDH22,OUT046,2181.28891358
NCO41,OUT013,2181.28891358
FDX12,OUT017,2181.28891358
FDF17,OUT013,2181.28891358
FDS11,OUT045,2181.28891358
FDR51,OUT035,2181.28891358
FDT49,OUT010,2181.28891358
FDC56,OUT013,2181.28891358
FDR13,OUT027,2181.28891358
FDQ60,OUT035,2181.28891358
FDN38,OUT049,2181.28891358
NCL29,OUT013,2181.28891358
FDO13,OUT027,2181.28891358
FDE26,OUT018,2181.28891358
FDA31,OUT010,2181.28891358
FDX14,OUT035,2181.28891358
FDA34,OUT045,2181.28891358
FDF26,OUT013,2181.28891358
FDE38,OUT045,2181.28891358
DRI11,OUT046,2181.28891358
FDQ60,OUT027,2181.28891358
FDL21,OUT027,2181.28891358
DRC12,OUT027,2181.28891358
FDC47,OUT046,2181.28891358
FDE57,OUT045,2181.28891358
FDT14,OUT045,2181.28891358
NCZ53,OUT046,2181.28891358
FDE28,OUT018,2181.28891358
FDR19,OUT035,2181.28891358
NCF54,OUT019,2181.28891358
FDZ08,OUT046,2181.28891358
NCJ05,OUT018,2181.28891358
FDF59,OUT046,2181.28891358
NCO05,OUT035,2181.28891358
FDW24,OUT018,2181.28891358
NCX42,OUT018,2181.28891358
NCA53,OUT035,2181.28891358
FDI45,OUT019,2181.28891358
FDG46,OUT046,2181.28891358
FDM20,OUT010,2181.28891358
FDW11,OUT010,2181.28891358
FDX08,OUT035,2181.28891358
NCK17,OUT035,2181.28891358
FDK32,OUT018,2181.28891358
NCA42,OUT035,2181.28891358
DRI01,OUT035,2181.28891358
NCL55,OUT049,2181.28891358
DRE25,OUT018,2181.28891358
FDD14,OUT017,2181.28891358
FDB10,OUT046,2181.28891358
DRN11,OUT035,2181.28891358
FDP38,OUT018,2181.28891358
NCA30,OUT017,2181.28891358
FDT15,OUT017,2181.28891358
NCP55,OUT018,2181.28891358
FDF12,OUT035,2181.28891358
FDM21,OUT018,2181.28891358
FDX56,OUT035,2181.28891358
FDF10,OUT017,2181.28891358
FDT32,OUT045,2181.28891358
FDM51,OUT018,2181.28891358
NCR50,OUT018,2181.28891358
FDI19,OUT049,2181.28891358
FDX21,OUT017,2181.28891358
FDR31,OUT035,2181.28891358
FDY02,OUT013,2181.28891358
NCA29,OUT045,2181.28891358
NCX17,OUT046,2181.28891358
FDM12,OUT045,2181.28891358
FDI53,OUT027,2181.28891358
NCU30,OUT049,2181.28891358
FDC56,OUT027,2181.28891358
FDK27,OUT018,2181.28891358
NCK18,OUT017,2181.28891358
FDB52,OUT019,2181.28891358
DRG25,OUT027,2181.28891358
FDZ13,OUT049,2181.28891358
FDB57,OUT019,2181.28891358
FDR40,OUT046,2181.28891358
NCO14,OUT019,2181.28891358
NCN19,OUT045,2181.28891358
FDQ28,OUT019,2181.28891358
FDO13,OUT018,2181.28891358
FDK48,OUT013,2181.28891358
FDU07,OUT018,2181.28891358
FDW20,OUT046,2181.28891358
FDV12,OUT010,2181.28891358
FDH24,OUT013,2181.28891358
FDV59,OUT049,2181.28891358
FDK57,OUT045,2181.28891358
FDL16,OUT027,2181.28891358
NCQ17,OUT046,2181.28891358
FDJ15,OUT018,2181.28891358
FDX24,OUT049,2181.28891358
FDT47,OUT046,2181.28891358
FDT10,OUT049,2181.28891358
FDZ37,OUT018,2181.28891358
FDW43,OUT027,2181.28891358
DRN36,OUT017,2181.28891358
FDJ14,OUT045,2181.28891358
FDA32,OUT013,2181.28891358
FDJ38,OUT019,2181.28891358
FDQ57,OUT017,2181.28891358
NCQ41,OUT019,2181.28891358
FDG56,OUT049,2181.28891358
DRC13,OUT027,2181.28891358
FDV55,OUT035,2181.28891358
FDQ49,OUT045,2181.28891358
FDE29,OUT010,2181.28891358
FDR03,OUT013,2181.28891358
FDD45,OUT049,2181.28891358
FDN38,OUT010,2181.28891358
FDT56,OUT046,2181.28891358
FDT48,OUT045,2181.28891358
FDU03,OUT049,2181.28891358
FDC56,OUT010,2181.28891358
NCO43,OUT027,2181.28891358
FDQ27,OUT017,2181.28891358
FDR03,OUT046,2181.28891358
DRH23,OUT010,2181.28891358
FDG22,OUT045,2181.28891358
NCJ42,OUT013,2181.28891358
FDR24,OUT046,2181.28891358
FDW60,OUT035,2181.28891358
FDJ08,OUT013,2181.28891358
DRL59,OUT018,2181.28891358
FDG60,OUT010,2181.28891358
FDW27,OUT017,2181.28891358
FDX14,OUT018,2181.28891358
FDC20,OUT013,2181.28891358
NCS29,OUT018,2181.28891358
FDJ56,OUT046,2181.28891358
FDB20,OUT019,2181.28891358
FDL28,OUT027,2181.28891358
FDW01,OUT018,2181.28891358
FDL03,OUT046,2181.28891358
FDX22,OUT049,2181.28891358
FDJ21,OUT035,2181.28891358
FDR31,OUT045,2181.28891358
FDG21,OUT035,2181.28891358
FDS22,OUT027,2181.28891358
FDK08,OUT035,2181.28891358
FDE17,OUT018,2181.28891358
NCN30,OUT017,2181.28891358
FDT50,OUT046,2181.28891358
NCX42,OUT049,2181.28891358
FDJ12,OUT035,2181.28891358
NCA18,OUT027,2181.28891358
FDP23,OUT019,2181.28891358
FDX12,OUT013,2181.28891358
FDN40,OUT018,2181.28891358
FDV48,OUT035,2181.28891358
NCY54,OUT013,2181.28891358
FDL16,OUT010,2181.28891358
FDR45,OUT018,2181.28891358
FDJ52,OUT046,2181.28891358
DRG01,OUT017,2181.28891358
FDP52,OUT013,2181.28891358
FDU58,OUT017,2181.28891358
FDL02,OUT045,2181.28891358
FDG28,OUT013,2181.28891358
FDA19,OUT035,2181.28891358
FDW46,OUT027,2181.28891358
NCD43,OUT049,2181.28891358
DRG39,OUT013,2181.28891358
NCF55,OUT049,2181.28891358
FDJ07,OUT046,2181.28891358
FDE08,OUT046,2181.28891358
FDP56,OUT019,2181.28891358
FDT45,OUT045,2181.28891358
FDF17,OUT018,2181.28891358
FDX44,OUT046,2181.28891358
FDM28,OUT027,2181.28891358
FDI36,OUT049,2181.28891358
FDS07,OUT045,2181.28891358
FDD36,OUT045,2181.28891358
FDW11,OUT046,2181.28891358
FDN40,OUT049,2181.28891358
NCQ18,OUT049,2181.28891358
NCQ54,OUT017,2181.28891358
NCS42,OUT045,2181.28891358
DRH39,OUT010,2181.28891358
FDC09,OUT027,2181.28891358
FDT08,OUT010,2181.28891358
FDC08,OUT035,2181.28891358
FDT20,OUT017,2181.28891358
FDS35,OUT035,2181.28891358
FDX58,OUT018,2181.28891358
FDW58,OUT046,2181.28891358
DRD27,OUT046,2181.28891358
FDH32,OUT019,2181.28891358
FDS26,OUT035,2181.28891358
FDQ31,OUT046,2181.28891358
FDP11,OUT018,2181.28891358
FDD58,OUT017,2181.28891358
FDM33,OUT045,2181.28891358
FDZ16,OUT049,2181.28891358
NCS29,OUT010,2181.28891358
NCM18,OUT019,2181.28891358
FDP11,OUT049,2181.28891358
NCC42,OUT017,2181.28891358
DRM23,OUT046,2181.28891358
NCN55,OUT027,2181.28891358
FDK46,OUT013,2181.28891358
FDR01,OUT046,2181.28891358
NCA05,OUT045,2181.28891358
NCP43,OUT017,2181.28891358
FDR12,OUT010,2181.28891358
FDQ01,OUT013,2181.28891358
FDM13,OUT046,2181.28891358
FDQ19,OUT017,2181.28891358
FDK56,OUT019,2181.28891358
NCX06,OUT010,2181.28891358
FDO56,OUT027,2181.28891358
FDU45,OUT045,2181.28891358
FDI16,OUT019,2181.28891358
FDL32,OUT046,2181.28891358
FDA07,OUT046,2181.28891358
FDA14,OUT045,2181.28891358
FDV46,OUT027,2181.28891358
NCO07,OUT035,2181.28891358
NCP41,OUT046,2181.28891358
FDY60,OUT018,2181.28891358
FDN38,OUT017,2181.28891358
FDO15,OUT046,2181.28891358
FDT60,OUT013,2181.28891358
FDA55,OUT035,2181.28891358
FDE02,OUT010,2181.28891358
DRJ39,OUT049,2181.28891358
FDV34,OUT035,2181.28891358
FDS20,OUT027,2181.28891358
FDF02,OUT027,2181.28891358
FDW40,OUT017,2181.28891358
NCB43,OUT046,2181.28891358
FDR58,OUT017,2181.28891358
DRJ59,OUT035,2181.28891358
NCD30,OUT017,2181.28891358
FDE14,OUT017,2181.28891358
FDC28,OUT018,2181.28891358
FDU16,OUT018,2181.28891358
NCD19,OUT035,2181.28891358
FDU21,OUT046,2181.28891358
FDV59,OUT027,2181.28891358
FDU03,OUT045,2181.28891358
FDC33,OUT010,2181.28891358
NCR42,OUT035,2181.28891358
DRH59,OUT035,2181.28891358
NCM31,OUT035,2181.28891358
FDS50,OUT035,2181.28891358
FDP39,OUT046,2181.28891358
FDQ55,OUT013,2181.28891358
FDV36,OUT019,2181.28891358
FDI05,OUT027,2181.28891358
FDS45,OUT027,2181.28891358
FDA39,OUT045,2181.28891358
FDC37,OUT010,2181.28891358
FDJ60,OUT027,2181.28891358
DRQ35,OUT046,2181.28891358
NCJ06,OUT046,2181.28891358
NCY42,OUT018,2181.28891358
DRM37,OUT049,2181.28891358
FDR14,OUT045,2181.28891358
FDE51,OUT049,2181.28891358
FDT33,OUT017,2181.28891358
FDR08,OUT013,2181.28891358
FDE36,OUT010,2181.28891358
FDL22,OUT019,2181.28891358
FDR44,OUT013,2181.28891358
FDI56,OUT019,2181.28891358
FDE47,OUT010,2181.28891358
FDV27,OUT010,2181.28891358
FDV10,OUT049,2181.28891358
FDC40,OUT045,2181.28891358
NCX41,OUT013,2181.28891358
NCQ38,OUT027,2181.28891358
FDV12,OUT027,2181.28891358
FDE52,OUT017,2181.28891358
FDG20,OUT027,2181.28891358
FDV16,OUT027,2181.28891358
FDI32,OUT017,2181.28891358
FDJ32,OUT049,2181.28891358
FDN39,OUT018,2181.28891358
FDY34,OUT017,2181.28891358
FDC14,OUT035,2181.28891358
FDA55,OUT017,2181.28891358
FDZ50,OUT010,2181.28891358
DRG13,OUT049,2181.28891358
FDP01,OUT013,2181.28891358
NCG54,OUT017,2181.28891358
FDM13,OUT045,2181.28891358
NCO18,OUT027,2181.28891358
NCW41,OUT013,2181.28891358
FDM52,OUT027,2181.28891358
NCF55,OUT035,2181.28891358
FDT09,OUT046,2181.28891358
NCM19,OUT035,2181.28891358
FDW12,OUT018,2181.28891358
FDP15,OUT019,2181.28891358
FDK36,OUT045,2181.28891358
FDZ25,OUT035,2181.28891358
NCW06,OUT049,2181.28891358
FDW60,OUT046,2181.28891358
DRC49,OUT013,2181.28891358
NCT17,OUT035,2181.28891358
NCN06,OUT018,2181.28891358
FDC45,OUT013,2181.28891358
DRJ47,OUT019,2181.28891358
NCF06,OUT045,2181.28891358
FDE21,OUT010,2181.28891358
DRG27,OUT013,2181.28891358
FDW40,OUT049,2181.28891358
NCO53,OUT046,2181.28891358
FDE23,OUT049,2181.28891358
FDQ16,OUT046,2181.28891358
FDS26,OUT045,2181.28891358
FDZ13,OUT010,2181.28891358
FDS14,OUT049,2181.28891358
FDC10,OUT045,2181.28891358
FDY16,OUT049,2181.28891358
FDJ20,OUT035,2181.28891358
FDV43,OUT035,2181.28891358
FDZ32,OUT027,2181.28891358
FDR23,OUT046,2181.28891358
FDN24,OUT035,2181.28891358
FDE34,OUT027,2181.28891358
FDU31,OUT013,2181.28891358
FDW33,OUT018,2181.28891358
FDU26,OUT046,2181.28891358
FDE20,OUT027,2181.28891358
NCW05,OUT035,2181.28891358
FDB22,OUT018,2181.28891358
FDO56,OUT046,2181.28891358
FDA19,OUT027,2181.28891358
DRI39,OUT045,2181.28891358
FDH52,OUT018,2181.28891358
FDZ50,OUT035,2181.28891358
NCN42,OUT035,2181.28891358
FDB53,OUT013,2181.28891358
DRG11,OUT017,2181.28891358
DRK11,OUT027,2181.28891358
FDQ60,OUT017,2181.28891358
FDT36,OUT017,2181.28891358
DRG25,OUT018,2181.28891358
DRJ23,OUT046,2181.28891358
FDG05,OUT035,2181.28891358
NCK06,OUT018,2181.28891358
FDU52,OUT017,2181.28891358
FDW07,OUT018,2181.28891358
NCM17,OUT045,2181.28891358
FDA22,OUT045,2181.28891358
NCA41,OUT018,2181.28891358
FDF38,OUT035,2181.28891358
FDH52,OUT046,2181.28891358
FDY58,OUT019,2181.28891358
FDZ16,OUT045,2181.28891358
NCM18,OUT017,2181.28891358
FDA22,OUT018,2181.28891358
NCJ43,OUT035,2181.28891358
FDI34,OUT027,2181.28891358
FDG56,OUT046,2181.28891358
FDS34,OUT046,2181.28891358
DRC01,OUT035,2181.28891358
FDQ04,OUT035,2181.28891358
FDK04,OUT035,2181.28891358
FDT51,OUT049,2181.28891358
FDV26,OUT017,2181.28891358
FDS04,OUT049,2181.28891358
FDW43,OUT018,2181.28891358
FDQ28,OUT010,2181.28891358
NCK06,OUT017,2181.28891358
FDS23,OUT018,2181.28891358
FDZ36,OUT019,2181.28891358
FDE56,OUT018,2181.28891358
FDW10,OUT027,2181.28891358
NCN14,OUT045,2181.28891358
NCQ18,OUT045,2181.28891358
FDW08,OUT017,2181.28891358
FDU43,OUT035,2181.28891358
FDR33,OUT010,2181.28891358
FDM24,OUT010,2181.28891358
NCZ05,OUT046,2181.28891358
NCV41,OUT035,2181.28891358
FDV11,OUT018,2181.28891358
NCY05,OUT035,2181.28891358
FDV44,OUT018,2181.28891358
FDW32,OUT049,2181.28891358
NCU18,OUT027,2181.28891358
NCC43,OUT035,2181.28891358
FDW19,OUT013,2181.28891358
FDN31,OUT035,2181.28891358
FDI48,OUT045,2181.28891358
FDS24,OUT017,2181.28891358
FDF46,OUT049,2181.28891358
DRG23,OUT017,2181.28891358
FDG14,OUT018,2181.28891358
NCY30,OUT049,2181.28891358
FDO28,OUT018,2181.28891358
DRD24,OUT035,2181.28891358
FDI33,OUT049,2181.28891358
FDN32,OUT046,2181.28891358
FDR16,OUT045,2181.28891358
FDF26,OUT046,2181.28891358
NCN29,OUT018,2181.28891358
FDE20,OUT045,2181.28891358
FDA46,OUT046,2181.28891358
FDU28,OUT045,2181.28891358
FDQ48,OUT045,2181.28891358
FDV36,OUT013,2181.28891358
FDR14,OUT018,2181.28891358
FDP23,OUT017,2181.28891358
FDP56,OUT013,2181.28891358
FDK48,OUT010,2181.28891358
FDR48,OUT046,2181.28891358
NCY29,OUT049,2181.28891358
FDM22,OUT018,2181.28891358
DRJ01,OUT013,2181.28891358
FDZ43,OUT045,2181.28891358
FDV03,OUT035,2181.28891358
FDX11,OUT027,2181.28891358
NCA41,OUT027,2181.28891358
FDE38,OUT017,2181.28891358
FDI27,OUT018,2181.28891358
FDN32,OUT013,2181.28891358
NCN43,OUT017,2181.28891358
FDB47,OUT027,2181.28891358
FDV03,OUT017,2181.28891358
NCN30,OUT045,2181.28891358
NCV54,OUT010,2181.28891358
FDV07,OUT013,2181.28891358
FDP07,OUT049,2181.28891358
FDK48,OUT018,2181.28891358
FDM15,OUT019,2181.28891358
FDY19,OUT027,2181.28891358
FDK46,OUT046,2181.28891358
FDY11,OUT045,2181.28891358
FDH09,OUT046,2181.28891358
FDO08,OUT027,2181.28891358
FDU14,OUT013,2181.28891358
FDD22,OUT027,2181.28891358
FDM27,OUT017,2181.28891358
FDL02,OUT027,2181.28891358
NCA17,OUT035,2181.28891358
FDE38,OUT019,2181.28891358
NCG07,OUT049,2181.28891358
DRC27,OUT013,2181.28891358
FDA27,OUT035,2181.28891358
FDW40,OUT045,2181.28891358
DRI11,OUT013,2181.28891358
FDN50,OUT046,2181.28891358
FDR12,OUT046,2181.28891358
FDT34,OUT027,2181.28891358
FDW11,OUT035,2181.28891358
NCO30,OUT027,2181.28891358
FDZ34,OUT017,2181.28891358
FDU45,OUT017,2181.28891358
NCD42,OUT035,2181.28891358
FDX25,OUT045,2181.28891358
NCR29,OUT046,2181.28891358
FDX43,OUT019,2181.28891358
FDB04,OUT010,2181.28891358
FDR49,OUT027,2181.28891358
FDS39,OUT018,2181.28891358
FDW58,OUT045,2181.28891358
FDG22,OUT019,2181.28891358
FDG31,OUT017,2181.28891358
NCV53,OUT027,2181.28891358
DRJ37,OUT035,2181.28891358
FDV07,OUT035,2181.28891358
FDW52,OUT018,2181.28891358
FDT15,OUT045,2181.28891358
FDD02,OUT018,2181.28891358
FDM16,OUT035,2181.28891358
NCE55,OUT046,2181.28891358
FDB57,OUT018,2181.28891358
FDQ04,OUT013,2181.28891358
FDQ47,OUT019,2181.28891358
FDY14,OUT019,2181.28891358
DRK37,OUT017,2181.28891358
FDO25,OUT017,2181.28891358
FDL57,OUT046,2181.28891358
NCK29,OUT018,2181.28891358
FDK46,OUT027,2181.28891358
NCB43,OUT010,2181.28891358
DRE01,OUT027,2181.28891358
FDC46,OUT018,2181.28891358
FDQ23,OUT045,2181.28891358
FDX38,OUT049,2181.28891358
FDG60,OUT018,2181.28891358
FDW55,OUT017,2181.28891358
FDP39,OUT013,2181.28891358
FDB20,OUT018,2181.28891358
FDV21,OUT017,2181.28891358
FDZ02,OUT013,2181.28891358
FDP19,OUT027,2181.28891358
FDA38,OUT035,2181.28891358
FDH22,OUT045,2181.28891358
DRM11,OUT045,2181.28891358
FDO12,OUT027,2181.28891358
FDT14,OUT049,2181.28891358
FDW34,OUT010,2181.28891358
FDG04,OUT027,2181.28891358
FDW59,OUT018,2181.28891358
FDR33,OUT018,2181.28891358
FDP32,OUT013,2181.28891358
FDL13,OUT027,2181.28891358
FDD22,OUT013,2181.28891358
FDV40,OUT027,2181.28891358
NCD55,OUT046,2181.28891358
FDQ20,OUT010,2181.28891358
FDD28,OUT045,2181.28891358
FDC39,OUT045,2181.28891358
NCR17,OUT049,2181.28891358
DRO35,OUT018,2181.28891358
FDF40,OUT049,2181.28891358
FDR31,OUT018,2181.28891358
NCQ41,OUT017,2181.28891358
FDP38,OUT046,2181.28891358
NCU54,OUT027,2181.28891358
FDG22,OUT018,2181.28891358
DRK59,OUT013,2181.28891358
FDC37,OUT046,2181.28891358
NCO42,OUT013,2181.28891358
NCT42,OUT017,2181.28891358
FDX27,OUT035,2181.28891358
FDV40,OUT018,2181.28891358
FDT45,OUT027,2181.28891358
FDS47,OUT019,2181.28891358
FDR45,OUT035,2181.28891358
FDB03,OUT045,2181.28891358
FDO49,OUT035,2181.28891358
FDU60,OUT027,2181.28891358
FDB26,OUT018,2181.28891358
FDB46,OUT017,2181.28891358
FDQ37,OUT019,2181.28891358
FDN03,OUT017,2181.28891358
NCX30,OUT045,2181.28891358
FDK32,OUT019,2181.28891358
DRM47,OUT013,2181.28891358
NCO02,OUT046,2181.28891358
FDP04,OUT013,2181.28891358
NCO43,OUT049,2181.28891358
FDD59,OUT013,2181.28891358
FDQ10,OUT017,2181.28891358
FDW45,OUT035,2181.28891358
NCK30,OUT049,2181.28891358
FDU31,OUT018,2181.28891358
NCQ17,OUT019,2181.28891358
FDN01,OUT017,2181.28891358
FDZ19,OUT049,2181.28891358
DRG37,OUT017,2181.28891358
FDE32,OUT045,2181.28891358
FDO34,OUT049,2181.28891358
FDM04,OUT019,2181.28891358
FDZ25,OUT049,2181.28891358
FDU08,OUT049,2181.28891358
NCW30,OUT045,2181.28891358
NCM18,OUT013,2181.28891358
FDS22,OUT035,2181.28891358
NCH18,OUT017,2181.28891358
FDC23,OUT013,2181.28891358
FDY46,OUT013,2181.28891358
NCU06,OUT046,2181.28891358
FDX57,OUT045,2181.28891358
FDX36,OUT027,2181.28891358
FDL16,OUT045,2181.28891358
FDT16,OUT010,2181.28891358
FDN16,OUT018,2181.28891358
FDC03,OUT046,2181.28891358
DRF60,OUT013,2181.28891358
FDS27,OUT027,2181.28891358
FDP33,OUT010,2181.28891358
FDJ36,OUT018,2181.28891358
NCR42,OUT013,2181.28891358
FDV14,OUT017,2181.28891358
NCP42,OUT035,2181.28891358
FDB50,OUT027,2181.28891358
NCC30,OUT027,2181.28891358
FDA23,OUT018,2181.28891358
FDW16,OUT017,2181.28891358
FDQ52,OUT010,2181.28891358
FDB58,OUT049,2181.28891358
NCP29,OUT049,2181.28891358
NCM05,OUT045,2181.28891358
FDO25,OUT013,2181.28891358
NCM54,OUT046,2181.28891358
NCL54,OUT046,2181.28891358
FDL39,OUT010,2181.28891358
FDF53,OUT018,2181.28891358
NCQ42,OUT035,2181.28891358
FDF58,OUT013,2181.28891358
FDZ04,OUT035,2181.28891358
FDE26,OUT019,2181.28891358
FDS60,OUT017,2181.28891358
FDV58,OUT017,2181.28891358
FDM04,OUT045,2181.28891358
FDE08,OUT035,2181.28891358
NCB43,OUT049,2181.28891358
FDU11,OUT010,2181.28891358
FDF22,OUT019,2181.28891358
FDE24,OUT013,2181.28891358
DRJ49,OUT046,2181.28891358
NCQ53,OUT035,2181.28891358
NCL41,OUT013,2181.28891358
FDR22,OUT013,2181.28891358
FDH04,OUT035,2181.28891358
DRH15,OUT045,2181.28891358
FDY40,OUT049,2181.28891358
NCI17,OUT035,2181.28891358
NCC18,OUT013,2181.28891358
FDY28,OUT027,2181.28891358
FDB45,OUT027,2181.28891358
NCL30,OUT018,2181.28891358
FDM10,OUT017,2181.28891358
FDH22,OUT027,2181.28891358
NCZ53,OUT017,2181.28891358
NCI18,OUT013,2181.28891358
FDH14,OUT027,2181.28891358
FDR36,OUT027,2181.28891358
FDW01,OUT045,2181.28891358
FDK02,OUT027,2181.28891358
FDJ02,OUT018,2181.28891358
FDU55,OUT013,2181.28891358
NCV18,OUT027,2181.28891358
FDH14,OUT018,2181.28891358
FDZ37,OUT045,2181.28891358
FDX49,OUT049,2181.28891358
NCD43,OUT046,2181.28891358
FDZ07,OUT013,2181.28891358
FDK43,OUT035,2181.28891358
FDR32,OUT018,2181.28891358
FDT39,OUT013,2181.28891358
NCV54,OUT017,2181.28891358
FDF38,OUT018,2181.28891358
FDV60,OUT046,2181.28891358
FDH44,OUT027,2181.28891358
FDS21,OUT046,2181.28891358
NCL41,OUT045,2181.28891358
FDM46,OUT017,2181.28891358
FDU27,OUT045,2181.28891358
NCJ54,OUT017,2181.28891358
DRG51,OUT018,2181.28891358
NCA29,OUT019,2181.28891358
FDR47,OUT045,2181.28891358
NCL19,OUT027,2181.28891358
DRG01,OUT049,2181.28891358
FDG10,OUT046,2181.28891358
NCV05,OUT049,2181.28891358
NCH18,OUT019,2181.28891358
FDV14,OUT018,2181.28891358
DRJ23,OUT035,2181.28891358
DRJ11,OUT046,2181.28891358
FDZ03,OUT017,2181.28891358
FDI27,OUT010,2181.28891358
FDJ14,OUT018,2181.28891358
FDU32,OUT017,2181.28891358
FDD47,OUT027,2181.28891358
DRF36,OUT035,2181.28891358
FDM21,OUT046,2181.28891358
FDV10,OUT018,2181.28891358
FDH60,OUT018,2181.28891358
FDX47,OUT010,2181.28891358
FDT19,OUT019,2181.28891358
FDO11,OUT045,2181.28891358
FDH24,OUT027,2181.28891358
FDL02,OUT018,2181.28891358
FDB02,OUT049,2181.28891358
FDA43,OUT046,2181.28891358
FDG52,OUT045,2181.28891358
DRC12,OUT013,2181.28891358
FDY37,OUT018,2181.28891358
NCU18,OUT045,2181.28891358
FDU09,OUT035,2181.28891358
DRJ25,OUT027,2181.28891358
DRE12,OUT018,2181.28891358
DRL47,OUT017,2181.28891358
DRK01,OUT046,2181.28891358
FDC22,OUT019,2181.28891358
FDG44,OUT013,2181.28891358
FDW04,OUT035,2181.28891358
FDK09,OUT049,2181.28891358
NCN43,OUT035,2181.28891358
FDG04,OUT049,2181.28891358
FDH32,OUT010,2181.28891358
DRI47,OUT017,2181.28891358
DRE15,OUT013,2181.28891358
FDY11,OUT035,2181.28891358
FDO60,OUT049,2181.28891358
FDQ20,OUT018,2181.28891358
FDO57,OUT027,2181.28891358
FDT14,OUT019,2181.28891358
FDA57,OUT049,2181.28891358
DRN35,OUT017,2181.28891358
FDJ03,OUT046,2181.28891358
FDX28,OUT017,2181.28891358
DRE25,OUT045,2181.28891358
FDR09,OUT046,2181.28891358
FDB23,OUT035,2181.28891358
FDO08,OUT045,2181.28891358
FDQ23,OUT049,2181.28891358
FDW04,OUT013,2181.28891358
DRK13,OUT010,2181.28891358
NCL17,OUT027,2181.28891358
FDY21,OUT035,2181.28891358
FDJ38,OUT027,2181.28891358
FDA37,OUT019,2181.28891358
FDV43,OUT013,2181.28891358
FDL36,OUT046,2181.28891358
FDD53,OUT045,2181.28891358
FDZ19,OUT010,2181.28891358
FDV21,OUT045,2181.28891358
NCL54,OUT018,2181.28891358
DRI47,OUT027,2181.28891358
DRG03,OUT049,2181.28891358
FDG21,OUT013,2181.28891358
FDW03,OUT018,2181.28891358
NCI55,OUT046,2181.28891358
DRC36,OUT019,2181.28891358
FDH22,OUT017,2181.28891358
FDV20,OUT045,2181.28891358
NCU41,OUT027,2181.28891358
FDN46,OUT027,2181.28891358
FDK50,OUT045,2181.28891358
NCA05,OUT027,2181.28891358
DRH01,OUT018,2181.28891358
FDT08,OUT018,2181.28891358
FDM08,OUT018,2181.28891358
FDZ07,OUT035,2181.28891358
FDS22,OUT017,2181.28891358
FDV35,OUT027,2181.28891358
FDI28,OUT010,2181.28891358
FDW58,OUT027,2181.28891358
FDT52,OUT045,2181.28891358
FDY34,OUT046,2181.28891358
FDR10,OUT046,2181.28891358
FDK57,OUT017,2181.28891358
FDR02,OUT027,2181.28891358
FDX49,OUT046,2181.28891358
FDQ20,OUT046,2181.28891358
DRK23,OUT045,2181.28891358
NCW06,OUT046,2181.28891358
FDR31,OUT017,2181.28891358
NCE43,OUT013,2181.28891358
